prompt,prompt_len,target
Mary has more than Bill has friends enemies.,10,0
What John wants to look at now is your notes.,12,1
I gushed the fountain.,7,0
John will kicked the ball.,7,0
"Fluffy is sick, as nobody knows.",9,0
Anson left before Jenny saw himself.,8,0
Jack is the person whom Jenny fell in love.,11,0
Fred hired Sharon to change the oil.,9,1
The lake is not to be camped beside by anybody.,12,1
Tom locked Fido in the garage.,9,1
John's mother likes him.,8,1
Paul exhaled at Mary.,7,0
I have half a dozen of these marbles too many.,12,0
We all thought he to be unhappy,8,0
Here's a razor for you to chop up these nuts with this cleaver and.,19,0
Bill believes Anna and himself to be similar.,10,0
Mary believed he to have loved her.,9,0
The farmers raged a fire over the fields.,10,0
The cat sauntered into the kitchen carrying a dead mouse.,14,1
Five pounds are a lot of money.,9,0
Jennifer baked at the potatoes.,7,0
The wall is being touched by John.,9,1
That Plato loved Aster deeply was obvious.,9,1
One more pseudo generalization and I'm giving up.,12,1
The President thanked any soldier who had fought in the Gulf.,13,1
Jennifer craned his neck.,7,0
I saw only the student.,7,1
Tessa sprained her ankle.,8,1
Carla slid at the book to Dale.,9,0
Carla slid at the book to Dale.,9,0
They talked about the scandal for days.,9,1
The person who never had he been so offended was Sir Thomas.,14,0
Have in our class the kids arrived safely?,10,0
Accountant was sitting at her desk.,9,0
The committee has all now resigned.,8,0
the logs piled the barge high.,8,0
That a review came out yesterday is catastrophic of this article.,13,0
Karen asked where for Jerry to put the chairs.,11,0
I wanted any cake.,6,0
For you to do that would be a mistake.,11,1
A proof that God does exists.,8,0
Ellen said something to Helen.,7,1
"While Bob read Fred, he didn't Dickens.",12,1
"Think about linguistics all night, she does think about linguistics all night.",15,0
That he has blood on his hands proves that John is the murderer.,15,1
John would be preferred to be the candidate.,10,0
Harry got to be as much of the celebrity as his father.,14,0
the enemy's destroying the city was horrific.,11,1
You can lead a horse to water but will it drink?,13,1
John stayed Kim behind the garage.,8,0
The ball rolled down the hill.,8,1
Jack disappeared in a mysterious manner and Marion disappeared in one too.,14,0
He does have been eating.,7,0
The contract is subject to approval by my committee.,11,1
John talked to any woman at the party.,10,1
"The president could not approve the bill, could he?",12,0
I am more angry today than I was yesterday.,11,1
Bill urinated out the window.,8,1
We all thought he to be unhappy,8,0
An echoing voice rang out.,7,0
He figured it out.,6,1
The pig grunts,5,1
Did Sue not pass her exam?,8,1
The glass cut Rachel's toe.,9,1
The librarians likes books.,6,0
The book was been given by Bill by Sue.,11,0
What did she eat?,6,1
"John told, and Harry showed, Seymour that Sally was a virgin.",15,0
Kiss pigs is my happiest memory,7,0
That monkeys is eating the banana.,8,0
I never met that man who anybody tried to kill.,12,0
I expect more than to double my profits.,10,0
He will keep up with their expectations.,9,1
As much of a man is here.,9,0
Jane visits Emma.,5,1
"We like our friends and they like their friends, too.",13,1
Pavarotti relied on Loren and Bond Hepburn.,11,0
It is likely that Tami will leave New York.,11,1
The evidence that John found was more helpful than the one that Smith found.,16,0
All Mr Collins has done is have praised Lady de Bourg.,13,0
Don't you even touch that!,9,1
Anson believed Jenny to have hurt himself.,9,0
Monica moved at the cat.,7,0
John put the book on the table with a pair of tongs.,14,1
The dog barked its way out of the room.,11,1
They caused him to become angry by making him.,11,0
"Tom ordered bacon, and Dick lettuce, and I think that Harry tomatoes.",16,0
The rolling stone avoided the river.,8,1
Mary picked any of the flowers.,8,0
Nora sent at the book to Peter.,9,0
"The sooner you call, the more carefully I know a man that will word the letter.",19,0
"With their teacher, the kids have arrived safely, hasn't he?",16,0
I don't have any sympathy for urban guerillas.,13,1
Some branches broke off of the tree.,9,1
She doesn't believe much story.,9,0
The convict escaped.,5,1
The rope stretched over the pulley.,8,1
Pat handed to Chris.,6,0
The pudding which the man who ordered ice cream said would be tasty was a horror show.,19,1
Press the pad with the stamp completely.,9,1
He's a so reliable man.,9,0
"Mary claimed that eat cabbage, Holly made me.",11,0
Brian was wiping the counter.,7,1
One of the problems was the robins.,10,1
Who did you believe that came?,8,0
"This guitar, I've sung folk songs and accompanied myself on it all my life.",19,1
I shaped a good loaf from this dough.,10,0
I spared him the trouble.,7,1
Her will put a picture of Bill on your desk before tomorrow.,14,0
It was Anne Elliott who loved Captain Wentworth but who rejected his first proposal.,16,1
I'm sure that I ever met him.,11,0
I can well imagine quickly Mary answering the question.,11,0
The mother of the boy and the girl is arriving soon.,13,1
A problem developed.,5,1
who guy did you see.,7,0
A serious accident happened yesterday.,7,1
"Kim likes Sandy, and Lee Leslie. to try to go to Rome.",16,1
This dough shapes a good loaf.,8,0
John put his gold to be under the bathtub.,11,0
Bill not destroyed the world.,7,0
That that the world is round is obvious upset Hermes.,12,0
I searched treasure in the cave.,8,0
It is order one first that you should do first.,12,0
Tony broke the window.,6,1
I sent the package all the way around the world.,12,1
Mr Knightley suggested that thieves would break into Hartfield.,13,1
John is in the room.,7,1
"They let him go yesterday, him.",9,0
He walked the hill up.,7,0
A plan to negotiate an honorable end to the war in Vietnam was gotten wind of.,18,1
The ice melted.,5,1
Mary managed John to go abroad.,8,0
Carla hit at the door.,7,1
Guinevere has a single bone that is in every corner of the house.,17,0
Henri arrived Bill.,5,0
Doug removed the scratches from around the sink.,10,1
More than two students attended every seminar.,9,1
I've known more of a man than Frank.,12,0
Carol cut herself on the thumb.,8,1
"Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",25,0
Stephen is believed to be easy to annoy Ben.,11,0
Was it for this that we suffered and toiled?,12,1
He dared not argue against his parents.,9,1
It tried to bother me that Chris lied.,10,0
They denied the claim that they should report only to us.,13,1
"Mary questioned Joe's desire to eat cabbage, but only after I had questioned Sally's desire to.",23,0
I sent she away.,6,0
"You should always lock your door, no matter how fancy the hotel might be.",17,1
Wilma completed the assignment.,7,1
Some rare old manuscripts have been gotten hold of.,11,1
John put his gold.,6,0
The police kept tabs on the suspect.,9,1
John saw Fred.,5,1
He said that himself was hungry.,8,0
Bill recited his lines poorly.,7,1
It is likely Patrick to leave.,8,0
They can happy.,5,0
John remained somewhat calm.,6,1
Am not I going?,6,0
"It is the folks up at corporate headquarters who the sooner you solve this problem, the more easily you'll satisfy.",25,0
Jean is likely.,5,0
"I know which book Mag read, and which book Bob asked why you hadn't.",19,0
Bill cooked supper and washed the dishes.,9,1
John bought a book for the student.,9,1
Will can he do it?,7,0
No boys will put a picture of Bill on your desk before tomorrow.,15,1
The hardest that it is believed that it has ever snowed here was last January 12th.,22,1
Look at all these books. Which book would you like?,13,1
The fly swatted.,6,0
They drank the pub.,6,0
Mark's single mindedness terrified me.,10,1
When can we register for graduation?,8,1
I wondered who had Medea poisoned.,8,0
Bill had an accident.,6,1
This arch is supporting the weight of the tower.,11,1
The cottage which did Mrs Dashwood accept was rather small.,13,0
Which granny does Aunt Hattie want me to be nice and kiss?,15,1
The shield that saved Achilles life.,8,1
Bill sold Tom a car.,7,1
It was believed to have disturbed him that people didn't like Fred.,16,1
There's anything Mary had asked for in this store.,13,0
The sailor drowned.,5,1
The change pocketed.,6,0
That whether the world is round is unknown bothered Athena.,12,0
Which student's grades went unreported?,10,1
The house destroyed John.,6,0
"John might go home, so might Bill.",10,1
She is as brilliant the woman as her mother.,11,0
Advantage will be taken of his offer.,9,1
Agamemnon seemed that left.,9,0
Tom offered advice to his students with love.,10,1
Maxwell isn't half the doctor that his sister is a psychologist and his father was.,19,0
Keep myself clean!,5,0
Everyone who had been worrying himself stiff said that he was relieved.,14,1
Who did John think that Bill claimed that Mary suspected that everybody liked?,15,1
They are special of Bill.,7,0
John referred from the building.,7,0
My nephew could write letters the postcards to his parents.,12,0
My heart is pounding.,6,1
We loaded onto the bus.,7,1
Old pictures of themselves convinced the children to pretend to be adults.,14,0
I whipped the eggs into a froth.,10,1
The agency classified.,5,0
The monkeys kept forgetting their lines.,8,1
Himself saw him,5,0
Mary thinks that John said that Susan likes pictures of himself?,13,0
I liked Mary.,5,1
I didn't eat any ice cream or Mary's cake.,15,0
I hunted for game in the woods.,9,0
The monkeys kept forgot their lines.,8,0
The cup emptied with water.,7,0
I was trying and buying some whiskey.,9,0
Will not John go to school?,8,0
Jill dressed hurriedly.,5,1
Has not the potion worked,6,0
It tried to rain.,6,0
They are investigating all people owning parakeets.,11,1
A fellow student saw this felt sorry for Miss Kim and offered her his own book.,18,1
The mouse was out the cheese box.,9,1
Arthur gave the tapestry to Lancelot.,8,1
"I demand that John pays more, the more he eat.",13,0
I can well imagine with a hatchet Mary destroying the Jeep.,13,0
Which problem do you wonder whether John said that Mary solved?,13,0
Willa arrived breathless.,6,0
I've kicked more of a man than you have.,13,0
We were thankful that no one had been hurt.,11,1
"John left at 11 and at 12, Bill.",15,0
"Sally might be, and I know a girl who definitely is pregnant.",15,0
the person stand on my foot is heavy.,10,0
Not more reliable a man could be found.,10,0
What the hell do you wonder how to say?,11,0
Dracula thought that he was the Prince of Darkness.,11,1
The students drank too much beer last night.,10,1
I saw more of the man than you did.,11,1
"If you don't believe me, you will the weatherman?",15,1
Fred gave the ball under Molly.,8,0
I persuaded there to be a problem.,9,0
The scientist ran the rats through the maze.,10,1
Angela characterized Shelly a lifesaver.,9,0
who guy did you see.,7,0
We all thought him was unhappy,7,0
Sam didn't pick those packages up until it had stopped raining which are to be mailed tomorrow.,21,0
John kisses often Mary.,6,0
The king banished the general to a mountain fortress.,11,1
Carmen purchased a dress at Bloomingdale's for $50.,15,1
Lydia pocketed the change.,7,1
Book is available in most countries.,8,0
She knocked himself on the head with a zucchini.,11,0
Through the hall echoed a loud cry.,9,1
Louis said that parts of speech intrigued her.,10,1
Many people were there playing on the beach,9,0
Cynthia devoured at the pizza .,7,0
John put his gold to be under the bathtub.,11,0
Jason would prefer Medea to have cursed Agamemnon.,10,1
John perfectly learned French.,6,0
Bill will put a picture of her on your desk before tomorrow.,14,1
The hardest that that it has snowed here is believed was last January 12th.,20,0
Both the twins might have been at the party.,11,1
Tatiana wrote to Onegin.,7,1
A solution presented itself yesterday.,7,1
Make yourself comfortable and I got sick.,9,0
Water emptied the cup.,6,0
I saw him leaving the main building.,9,1
I lent Tony the book partway.,9,0
Mary judged there.,5,0
I noticed kissing Mary.,6,0
"You eat the more, the more you want.",11,0
Mike talked to about politics yesterday my friends.,10,0
Which picture of himself does Mary think that John said that Susan likes?,15,1
This objection is main.,6,0
What did you say I went and get?,10,0
The claim you won't need it is being made by Jack.,15,0
He's fool.,6,0
"Fred likes eggplants, although he likes cabbage too.",12,1
"The more that pictures of him appear in the news, the more likely John is to get arrested.",21,1
I believe that the problem is not easy to be obvious.,13,0
That the sun is out was obvious.,9,0
This movie just watches itself.,7,0
I wonder who it was who saw you.,10,1
Mary cuts the paper easily.,7,1
They are kind to her.,7,1
He might could go,5,1
It is likely that Bill likes chocolate.,9,1
There is more chemical substances involved in nerve transmission.,11,0
The room contains little armchair.,7,0
It is this hat that that he was wearing is certain.,13,0
Who was for Medea to poison awful?,9,0
"Everybody who has ever, worked in any office which contained any typewriter which had ever been used to type any letters which had to be signed by any administrator who ever worked in any department like mine will know what I mean.",45,1
The heat melted the ice cream.,8,1
He believed there to be likely that he won the game.,13,0
The king banished the general from the palace to a mountain fortress.,14,0
Meat fell in price.,6,1
John studies carefully Russian.,6,0
Bill examined a book.,6,0
Mary talked to any student who was angry.,10,1
Carrie touched the stick against the cat.,9,0
John was lots more obnoxious than Fred was.,10,1
John placed on the table.,7,0
He took John to the school by the park.,11,1
Italy and France touch.,6,1
Which textbook did the teacher use in the class last summer?,13,1
John to fix the computer.,7,0
The window broke from the force of the wind.,11,1
John can go to the market on his bike on a truck.,14,1
John will leave the party earlier.,8,1
That pea soup tasted delicious to me.,9,1
"Any student, and he wears socks, is a swinger.",14,0
Some sentences can go on and on.,9,1
The jeweller inscribed the name on the ring.,11,1
Gilgamesh fears death and Achilles does as well,10,1
Near Strasbourg my brother lives.,7,1
What I know the boy who was wearing is this hat.,13,0
Jason asked whether that the potion was ready,9,0
Ellen conferred for Helen to come.,8,0
John regards professors as strange and politicians as creepy.,11,1
"They said nobody would pay up, but pay up I know a boy who did.",18,0
"John left his office at 11 and at 12, the library.",18,1
We decided to paint the bathroom a lurid lime green colour.,14,1
we also need to explain the relation between these trees.,12,1
Odysseus attempted Odysseus to hear the sirens.,11,0
Lora buttered at the toast with unsalted butter.,12,0
"We elected my father, who had just turned 60, president.",16,0
Today was visited by my uncle.,8,0
Duty made them not miss the weekly meetings.,10,1
The more carefully he knows a man that worded the letter the safer he'll be.,19,0
I expect to double more than my profits.,10,0
We believed it to try to leave the country.,11,0
Gilgamesh should slowly be tickling the mandrake.,12,1
John seems to fix the computer.,8,1
Heidi investigated John ate the cauliflower.,8,0
I have a book.,6,1
Helen wiped the wall of fingerprints.,8,0
They caused him to become angry by making him.,11,0
Make yourself comfortable.,5,1
I gave myself the bucket of ice cream.,10,1
You should avoid to travel in the rush hour.,11,0
The king banished the general from the palace to a mountain fortress.,14,0
Jean moved the table.,6,1
He took his umbrella.,6,1
Brian hit the fence with the stick.,9,1
Any woman contributed to the fund.,8,0
John hit the wall with the stone.,9,1
Martha carved the baby some wood into a toy.,11,0
Mag Wildwood came to introduce the bartender but I came not to.,15,1
The boy Bill and who I watched was vain.,11,0
She turned down his offer.,7,1
The boy whose we elected guardian's guardian's employer president betrayed us.,17,0
I funneled into the bottle.,9,0
Mary is fond him.,6,0
John talked to almost any woman who came up to him.,13,1
It is likely that Bill likes chocolate.,9,1
None of his customary excuses suffices Edgar now.,10,1
Fruit dropped from the tree from the clouds.,10,0
The potion boiled over,5,1
The chickens seem fond with the farmer.,9,0
That acorn will grow from a seed into an oak tree.,13,0
John tried to sleep.,6,1
"Fluffy is sick, as nobody knows.",9,0
Julie maintained that the barman was sober.,10,1
"That they spoke to the janitor about that robbery yesterday, the cops, is terrible.",18,1
"They can't stand each other, he and she.",13,1
"When the executioner arrived, Poseidon was asleep",10,1
The pasture is herding with cattle.,9,0
The spy became too friendly with his new contacts.,11,1
Every boy has any potatoes.,7,0
It tries to be warm in September.,9,0
"The more books I ask to whom he will give, the more he reads.",17,0
John spoke French intimately to Mary.,8,1
I do not be happy.,7,0
There happened a serious accident yesterday.,8,1
Joe hoped for Beth to find a solution.,10,0
the person stood on my foot is heavy.,10,0
John placed him busy.,6,0
It has rained every day for the last week.,11,1
The tall nurse who Tony has a Fiat and yearns for is cruel to him.,18,0
Every essay she's written and that I've read is on that pile.,18,0
Hierarchy of Projections:,5,1
Carrie touched the cat.,6,1
We proved conclusively Smith to be the thief.,10,0
Maisie drove her car on Wednesday from Morningside to Leith.,14,1
There is strangers in that garden.,8,0
I'm as sad as angry.,9,0
I gave the book to Harvey because he asked me to.,13,1
"Sam picked those packages up which are to be mailed tomorrow rest might, but he didn't want to do so until it had stopped raining.",30,1
I am anxious that you should arrive on time.,11,1
Has that we have arrived back at our starting point proved that the world is round?,18,0
Benjamin said he would run away and he did.,11,1
John kisses often Mary.,6,0
Jonathan persuaded Kate to lick himself.,8,0
Fred threw the ball behind the tree.,9,1
She believed never his story.,7,0
Jason would prefer for Medea to have cursed Agamemnon.,11,1
John loves him.,5,0
Her efficient looking of the answer up pleased the boss.,12,0
Brian was wiping the wall behind the stove.,10,1
I am having eaten seaweed.,7,0
Frances hid Sally of the presents.,8,0
The witch turned him from a prince.,9,0
He tries to put on everyone who he doesn't like.,14,0
John scratched his arm and the boy who Mary knew did so too.,15,1
We have many graduate students but this year the graduate director met with any student in the graduate program individually to discuss their progress.,26,0
Bob Dylan is Robert Zimmerman.,7,1
Aphrodite may quickly free the animals.,9,1
Any lion is generally majestic.,7,0
How long did it last?,7,1
I've never known a smarter dog than Fido.,13,1
"Because did Marianne love Willoughby, she refused to.",11,0
I read every his book.,7,0
She always wore herself in purple.,8,0
Hilda is such a scholar.,8,1
Some man has ever beaten the centaur.,10,0
He threw the letter into the wastebasket.,10,1
Jerry has a blemish on the end of his sister's nose.,15,0
Margaret has had already left.,7,0
Sharon shivered from fear.,6,1
Guinevere has a single bone that is in every corner of the house.,17,0
She goes and buys some whiskey.,8,1
He's the bit of a gossip.,10,0
Willy is taller than Bill by as much as I know a boy who thinks that Bill is taller than Dan.,23,0
This book cost $10.,8,1
It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.,22,1
Jean is likely to dance.,7,1
We found out that very lucrative jobs were in jeopardy.,12,1
Look after herself!,5,0
We listened to as little speech as possible.,10,0
Jack may be and Tony certainly is a werewolf.,11,1
Susan whispered Rachel the news.,7,0
I'm sorry that anybody hates me.,10,1
This fact is key.,6,0
The naughty child spanked.,8,0
We associated their subsidiaries with our corporate office.,10,1
I inquired for John to like his beer.,10,0
Mary believes that Bill saw herself.,8,0
Fred knows which politician for her to vote for.,11,0
Phillip gave the soldier the medal.,8,1
Odysseus attempted Odysseus to hear the sirens.,11,0
the bottle drained the liquid free.,8,0
"The more that pictures of himself appear in the news, the more likely John is to get arrested.",21,0
She stipulated her way out of the problem.,10,1
Hunger fainted Sharon.,5,0
My nephew could write letters the postcards to his parents.,12,0
It was roses that the gardener planted in the garden.,12,1
Could they have left?,6,1
Donna fixed a sandwich.,6,1
Paula swatted the cloth through the fly.,10,0
It is an alive fish.,7,0
I sent him something.,6,1
Teresa bottle fed soy milk.,7,0
One of the most serious problems that some students have be lack of motivation.,16,1
No one could remove the blood from the wall,10,1
The contract is subject for approval by my committee.,11,0
The socks are ready for you to go about beginning to put them on.,16,1
John is prouder of having gone than John expected me to believe that he wasn't.,20,0
Mary is often running the marathon.,8,1
He has not finished.,6,1
The president's bodyguard learned surveillance.,9,1
The man killed the king with the knife.,10,1
It is this hat that I believe that he was wearing.,13,1
"I can well imagine the more him eating, the fatter him getting.",16,0
The man I think that chased Fido returned.,11,0
A professional dancer would be able to do it.,11,1
Some who read anything passed.,7,0
They kicked themselves,4,1
Truman visited yesterday you.,7,0
The soldier was given the medal.,8,1
John is eager to find.,7,0
I separated the milk of the cream.,9,0
I fear tigers.,5,1
"He seems to become more corrupt, as any senator talks to more lobbyists.",17,0
Medea tended to appear to be evil.,10,1
The sun bloomed the roses.,8,0
She wanted to can leave,6,0
John will enthusiastically have been eating cake.,10,1
How do you wonder what John bought?,9,0
"Because John persuaded Sally to, he didn't have to talk to the reporters.",18,1
Wren built St Paul's Cathedral.,10,1
That kind of behavior annoys me.,8,1
Everyone rumored that he was on his way out.,11,0
I gave my brother a birthday present.,9,1
Quickly walks went to the store.,8,0
They shaved David and Anson.,7,0
The time bomb had a snake behind the car which it was sitting in.,16,0
We will invite volunteers on whom to work.,10,1
John convinced Bill to visit Mary.,8,1
What did you say (that) the poet had written?,13,1
The committee haven't yet made up its mind.,12,0
"I don't like the plum brandy, but the port I just love.",17,1
Mary wonders that John said if Bill left.,10,0
John wrote books.,5,1
Linda taped the label to the cover.,9,1
John was wondering to whom he was referring to.,11,0
They can sing.,5,1
The magician vanished a rabbit into thin air.,10,0
"After Henry had touched a sword, Webster did so.",12,1
She hit myself with a hammer.,8,0
My red is refrigerator.,6,0
Cynthia gobbled on the pizza .,8,0
Jack is the person whom Jenny fell in love.,11,0
That Plato loved Aster proved to be his undoing.,11,1
Rose accompanied.,4,0
"Because she's so pleasant, Mary I really like her.",14,0
The policeman met several young students in the park last night.,13,1
Which city and which conference did Bill go to to?,12,0
Briana showed himself Justin.,7,0
That Sam didn't pick those packages up which are to be mailed tomorrow is possible.,19,1
I hope to study in France.,8,1
The horse broke Penny in the shin.,9,0
I had a realization of there.,8,0
Amanda drove packages.,5,1
John placed him busy.,6,0
The scene of the movie and that I wrote was in Chicago.,14,0
Benjamin gave to Lee it.,7,0
I gave her so.,6,0
The teacher is proud with his students.,9,0
They shaved David and Anson.,7,0
He's enough of the coward to pull the trigger.,13,0
This proved my hypothesis.,6,1
Ellen warned for Helen to come.,8,0
The tree dropped its fruit to the ground.,10,1
John deposited some money in the checking account and Mary did the same thing in the savings account.,20,0
few information was provided.,6,0
the book with a red cover of poems from Blackwell by Robert Burns takes a very long time to read.,22,0
One of the story has appeared in your newspaper.,11,0
John believes that him is sick.,8,0
The policeman met several young students in the park last night.,13,1
John is running to the car.,8,1
There is a hole in John's quilt's upper right-hand corner.,18,0
Fruit fell against the house against the ground.,10,0
The mixture funnels.,6,0
Mary considers John a fool and Bill a wimp.,12,1
Man the ball kicked the.,7,0
Christina is ready to leave.,7,1
Mr Knightley walked into the drawing room.,10,1
She has enough a problem as it is.,10,0
The jeweller decorated the name on the ring.,11,0
Sam may have been being interrogating by the FBI.,12,0
Mr Woodhouse sat in an armchair.,9,1
John liked anything that was placed before him.,10,1
Who do you think that would be nominated for the position?,13,0
I don't have any potatoes.,9,1
This fact is key.,6,0
John kisses often Mary.,6,0
"Mary claimed that intelligent, I consider Holly not.",11,0
The box at once contained the ball.,9,0
The man killed the king with the knife.,10,1
I sought for game in the woods.,9,0
Heidi gave a present to herself.,8,1
Robin arrived most of the way at the station.,11,0
Brown equipped a camera next to Jones.,9,0
This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,26,1
The cup filled the water high.,8,0
Alyssa kept her syntax book.,7,1
An oak tree will grow from that acorn.,10,1
The kids have all eaten the chocolate.,9,1
Susan hopes to sleep.,6,1
The captain named Seafarer to the ship.,10,0
The student met the senator that John met Bill.,11,0
I emptied it with butter.,7,0
Everyone hopes to sleep.,6,1
Mary talked to any angry student.,8,0
Mary will play the violin soon.,8,1
These plants may grow as much as 6 feet high.,13,1
The old and new carts banged.,8,0
Every student in Mary's class happened to vote Republican.,13,1
This needs investigating the problem.,7,0
Bill left when I believe the claim that the bomb had just exploded.,15,0
These expensive and illegal bottles of Absinthe are to be smuggled from Hungary.,16,1
Carla shoveled at the walk.,8,0
The climbers were killed by the intense cold.,10,1
Willy is taller than Bill by that much.,10,1
The force of the wind broke the window.,10,1
Bill left when I am looking at a girl who vomited.,14,0
It is believed to be easy to annoy Ben.,11,1
The child clung to her mother.,8,1
Sees he I often Mary?,8,0
It is reluctant that Jean left.,8,0
"Kim has danced, and Sandy has, too.",11,1
A description of Aristotle is in the book.,10,1
John will have been eating enthusiastically cake.,10,0
The king thanked the man.,7,1
Carol cut herself on the thumb.,8,1
Harry got to be more of the celebrity.,10,1
He said he would leave and now he's done it.,14,1
We peered into the closet.,7,1
The flag waved.,5,1
Every woman who heard the news contributed to the fund.,12,1
A book was handed.,6,0
"You didn't leave, left you?",10,0
Mary thinks whether Bill will come.,8,0
Paula spanked her right hand against the naughty child.,13,0
John tries to fix the computer.,8,1
On the line are drying a lot of clothes.,11,0
"No student, and he wears socks, is a swinger.",14,0
"They can't stand each other, them.",11,0
He was talkative.,6,1
Did John wonder who would win the game?,10,1
The man who I gave John Ed's picture of was bald.,15,0
I lifted the book onto the table.,9,1
The shirts which I went to the movies and didn't pick up will cost us a lot of money.,23,0
The termites destroyed the sand castle.,8,1
We persuaded them to examine themselves.,8,1
the barge piled high with logs.,8,1
The deed which I want to peruse that contract before filing away is probably a forgery.,19,0
"In the classroom, the teacher praised John, whom I also respect.",15,1
The captain named the ship as Seafarer.,10,0
He figured the answer out.,7,1
Who did Bill leave.,6,1
You friends of the king are all the same,10,1
My these jobs are in jeopardy.,8,0
It's to Mary that Joe said Holly can talk.,13,1
This hammer won't break.,8,0
Brown presented Jones with a plaque.,8,1
I sent it to you.,7,1
Joe is taller than I think Mary is.,10,1
Any pilot must be out flying planes today.,10,1
Pavarotti relied on Loren and Bond Hepburn.,11,0
It tends to be warm in September.,9,1
Tony broke the wall with the cup.,9,0
John seems to rain.,6,0
"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me.",28,0
These are similar with the bottles.,8,0
Kim must bakes a cake.,8,0
Mickey looked up them.,6,1
Mary considers John proud of herself.,8,0
Carrie touched him on the shoulder.,8,1
"It started to rain after Jackie and me, we had finally gotten to our seats.",18,0
Tony has a Fiat and yearns for a tall nurse.,13,1
Her will put a picture of Bill on your desk before tomorrow.,14,0
The poison was neutralised was claimed that by everyone,11,0
I know a man who hates myself.,9,0
I had eaten the deep fried muffins.,9,1
Those are the folks that you just solve this problem and you'll be able to put them on ice.,23,0
It is eager to please Kim.,8,0
I want to go.,6,1
Willy is taller than Bill by as much as that Bill is taller than Dan is believed.,19,0
Mary should know that you must go to the station.,12,1
The boys swim.,5,0
I remembered him having kissed Mary.,8,1
"The more he eats, the fatter that that he gets really bothers me.",17,0
Andy pinched Sarah and tickled herself.,9,0
Mary ran.,4,1
I said this he left,6,0
They caught her without a license is what happened.,11,0
Who seemed had poisoned Jason?,7,0
The amoeba coughed and then it fainted.,10,1
Mary has more than Bill has friends enemies.,10,0
Kim alienated cats and beats his dog.,9,1
Susan gave the ball all the way to Bill.,11,0
Sally went to the party with Andrew.,9,1
The mother of the boy and the girl is arriving soon.,13,1
John knows whose book Mary bought and Tom talked.,11,0
Heidi investigated John ate the cauliflower.,8,0
Benjamin gave the cloak and sent the book to Lee,11,1
Evan's every idea was completely insane.,10,1
Fanny regretted having talked to Mary.,8,1
There is believed to be a dragon in the wood.,12,1
No one suspects that he is a fool.,10,1
Alan is thinking about that his students are eager to learn English.,14,0
Robin is nothing in the box.,8,0
Where did he look?,6,1
"You may pick any flower, but leave a few for Mary.",14,1
The picture of Bill she slept.,8,0
The love of my life and father of my children would never do such a thing.,18,1
"It is important for the more you eat, the more careful to be.",16,0
"Mary's happy about her work, and John's about his children.",17,0
Raccoons destroyed the garden.,8,1
Whether Agamemnon had triumphed was unknown.,8,1
I only eat fish drunk raw.,8,0
"I know which book Max read, and which book Oscar didn't.",16,1
John loves him.,5,0
Bill left when I believe the bomb had just exploded.,12,1
That monkey is ate the banana,7,1
Megan loves.,4,0
Bill's reading Shakespeare and Maureen's singing Schubert satisfies me,14,0
Bill cried himself to sleep.,7,1
It has raining every day for the last week.,11,0
Plato listened to DP Demosthenes' oration about Philip.,12,1
This book is too dense to be read in one sitting.,13,1
It really freaks me out that we invaded Iraq.,11,1
"That dog is so ferocious, it even tried to bite himself.",14,0
"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.",24,1
I've never seen the taller man than my father.,13,0
How much fresco did the flood damage?,9,0
Herself hit Heidi on the head with a zucchini.,12,0
Was it for this that we suffered and toiled?,12,1
That he is a fool is suspected by no one.,12,1
"Rodney was eating some squid, wasn't he?",12,1
They praise the dedication in the volunteers.,9,0
Cynthia ate.,4,1
The book is astonishingly boring.,8,1
Gary and Kevin ran themselves into exhaustion.,9,1
The politician denied how the opponent was poisoned.,10,0
The men are dancing.,6,1
"The more books I ask to whom he will give, the more he reads.",17,0
Not reading of Shakespeare satisfied me,7,0
John would be hated to win.,8,0
Like after tasting.,5,0
John knew every language that we encountered on our trip.,12,1
"They failed to tell me which problem I'll beat the competition more easily, the sooner I solve.",22,0
Nora brought at the book to the meeting.,10,0
Mary wondered which picture of himself Bill saw?,10,1
You or Kerry have perjured yourselves.,9,1
I searched treasure in the cave.,8,0
Every student attended more than three seminars.,9,1
"His expectations lower, the higher the stakes are.",11,0
Oliver drove me a lunatic.,7,0
Sheila married that tall a man.,8,1
Who did he expect who I was acquainted with to show up?,14,0
"They opened, closed the door.",8,1
Ellen told for Helen to come.,8,0
I danced a dance.,6,1
Who was that Plato loved obvious?,8,0
"Because into the room came Aunt Norris, Fanny stopped talking.",13,0
On the line are drying a lot of clothes.,11,0
Frank bought Jane the piano.,7,1
The President thanked every soldier who had fought in the.,12,1
I gave to the officer in charge the blackjack. which I had found in the cookie jar.,20,1
Cities destroy easily.,5,0
Louis was sent a book to.,8,0
Smith threw the ball to the first baseman.,10,1
How do you wonder whether John said that Mary solved the problem?,14,0
How many people do you wonder whether I consider intelligent?,12,0
They represented to the dean Mary as a genuine linguist.,13,0
"Any student, who wears socks, is a swinger.",13,0
John is eager to please.,7,1
